"name","dept","area","count","adjustedcount","year"
Michael C. Mozer,University of Colorado Boulder,mlmining,2.0,1.0,2004
Hava T. Siegelmann,University of Massachusetts Amherst,mlmining,1.0,0.333333333333,1999
Asa Ben-Hur,Colorado State University,mlmining,1.0,0.333333333333,1999
Mehryar Mohri,New York University,mlmining,2.0,0.666666666667,2013
Gholamreza Haffari,Monash University,mlmining,1.0,0.25,2009
Greg Mori,Simon Fraser University,mlmining,1.0,0.25,2009
John Shawe-Taylor,University College London,mlmining,2.0,0.833333333333,2006
Michael Mozer,University of Colorado Boulder,mlmining,1.0,0.333333333333,1996
David Wingate,Brigham Young University,mlmining,1.0,0.5,2007
Satinder Singh Baveja,University of Michigan,mlmining,1.0,0.5,2007
Richard S. Zemel,University of Toronto,mlmining,1.0,0.5,1994
Pierre Baldi,University of California - Irvine,mlmining,1.0,0.333333333333,2004
Tze-Yun Leong,National University of Singapore,mlmining,1.0,0.333333333333,2012
Pierre Baldi,University of California - Irvine,mlmining,1.0,0.5,2011
Terrence J. Sejnowski,University of California - San Diego,mlmining,1.0,0.333333333333,1989
Wei Xu,Ohio State University,mlmining,1.0,0.166666666667,2015
Joelle Pineau,McGill University,mlmining,1.0,0.5,2010
Tao Jiang 0001,University of California - Riverside,mlmining,1.0,0.333333333333,2003
Gunnar Rätsch,ETH Zurich,mlmining,1.0,0.5,2003
David Barber,University College London,mlmining,1.0,0.5,1999
Adam Krzyzak,Concordia University,mlmining,1.0,0.25,1998
Terrence J. Sejnowski,University of California - San Diego,mlmining,1.0,0.5,1987
Hal Daumé III,University of Maryland - College Park,mlmining,1.0,0.333333333333,2007
Ashutosh Saxena,Cornell University,mlmining,2.0,0.75,2013
Tuomas Sandholm,Carnegie Mellon University,mlmining,1.0,0.5,2002
Csaba Szepesvári,University of Alberta,mlmining,4.0,1.16666666667,2008
Nando de Freitas,University of Oxford,mlmining,2.0,0.833333333333,2002
Richard S. Zemel,University of Toronto,mlmining,1.0,0.333333333333,1991
Alan Fern,Oregon State University,mlmining,1.0,0.333333333333,2003
Nathan Intrator,Tel Aviv University,mlmining,1.0,0.25,1991
Adam Krzyzak,Concordia University,mlmining,1.0,0.5,1996
Pedro F. Felzenszwalb,Brown University,mlmining,1.0,0.333333333333,2003
Daniel P. Huttenlocher,Cornell University,mlmining,1.0,0.333333333333,2003
David M. Blei,Columbia University,mlmining,6.0,2.25,2010
Michael H. Bowling,University of Alberta,mlmining,1.0,0.333333333333,2011
Pietro Perona,California Institute of Technology,mlmining,1.0,0.333333333333,2002
Thomas Hofmann,ETH Zurich,mlmining,1.0,0.5,1994
Joachim M. Buhmann,ETH Zurich,mlmining,1.0,0.5,1994
Manuel Gomez-Rodriguez,Max Planck Institute,mlmining,1.0,0.166666666667,2015
Hongyuan Zha,Georgia Institute of Technology,mlmining,1.0,0.166666666667,2015
Qiang Liu,Dartmouth College,mlmining,3.0,1.08333333333,2014
Alexander T. Ihler,University of California - Irvine,mlmining,2.0,0.833333333333,2014
Sham M. Kakade,University of Washington,mlmining,3.0,1.25,2015
Zhaoping Li,University College London,mlmining,1.0,1.0,1999
Ben Recht,University of California - Berkeley,mlmining,1.0,0.5,2006
Richard S. Sutton,University of Alberta,mlmining,3.0,1.16666666667,2001
Ran El-Yaniv,Technion - Israel Institute of Technology,mlmining,1.0,0.2,2016
Karthik Sridharan,Cornell University,mlmining,1.0,0.5,2013
Csaba Szepesvári,University of Alberta,mlmining,3.0,0.783333333333,2014
Shalabh Bhatnagar,IISc Bangalore,mlmining,1.0,0.2,2014
Michael G. Dyer,University of California - Los Angeles,mlmining,1.0,0.5,1991
Mikhail Belkin,Ohio State University,mlmining,1.0,0.5,2002
David M. Mimno,Cornell University,mlmining,2.0,0.533333333333,2012
Michael J. Freedman,Princeton University,mlmining,1.0,0.2,2012
Joelle Pineau,McGill University,mlmining,3.0,0.783333333333,2013
Doina Precup,McGill University,mlmining,3.0,0.95,2013
Andrew W. Moore 0001,Carnegie Mellon University,mlmining,1.0,0.5,1992
Christopher G. Atkeson,Carnegie Mellon University,mlmining,1.0,0.5,1992
Naftali Tishby,Hebrew University of Jerusalem,mlmining,2.0,0.75,1992
Petros Drineas,Purdue University,mlmining,1.0,0.333333333333,2009
Rajesh P. N. Rao,University of Washington,mlmining,1.0,0.5,2002
Radford M. Neal,University of Toronto,mlmining,1.0,0.333333333333,2003
Doina Precup,McGill University,mlmining,3.0,1.33333333333,2012
Joelle Pineau,McGill University,mlmining,1.0,0.333333333333,2012
William T. Freeman,Massachusetts Institute of Technology,mlmining,1.0,0.5,1997
Geoffrey J. Gordon,Carnegie Mellon University,mlmining,2.0,2.0,1995
Anupam Gupta,Carnegie Mellon University,mlmining,1.0,0.25,2007
Wulfram Gerstner,EPFL,mlmining,1.0,0.25,2004
Josef Sivic,Ecole Normale Superieure,mlmining,1.0,0.2,2009
Manfred K. Warmuth,University of California - Santa Cruz,mlmining,1.0,0.333333333333,2012
Padhraic Smyth,University of California - Irvine,mlmining,1.0,0.5,1991
Michael Mozer,University of Colorado Boulder,mlmining,1.0,0.333333333333,1997
Deva Ramanan,Carnegie Mellon University,mlmining,1.0,0.5,2003
David A. Forsyth,University of Illinois at Urbana-Champaign,mlmining,1.0,0.5,2003
Michael Lindenbaum,Technion - Israel Institute of Technology,mlmining,1.0,0.333333333333,2013
Shaul Markovitch,Technion - Israel Institute of Technology,mlmining,1.0,0.333333333333,2013
Stuart J. Russell,University of California - Berkeley,mlmining,1.0,0.166666666667,2014
Michael Collins,Columbia University,mlmining,2.0,0.583333333333,2004
Trevor Darrell,University of California - Berkeley,mlmining,1.0,0.333333333333,2004
Trevor Darrell,University of California - Berkeley,mlmining,1.0,0.25,2000
William T. Freeman,Massachusetts Institute of Technology,mlmining,2.0,0.583333333333,2000
Tommi S. Jaakkola,Massachusetts Institute of Technology,mlmining,1.0,0.25,1997
Zhaoping Li,University College London,mlmining,2.0,0.833333333333,2000
Adnan Darwiche,University of California - Los Angeles,mlmining,1.0,0.333333333333,2014
Kevin Leyton-Brown,University of British Columbia,mlmining,1.0,0.5,2010
Ji Liu 0002,University of Rochester,mlmining,1.0,0.25,2015
Chunhua Shen,University of Adelaide,mlmining,1.0,0.2,2014
Anton van den Hengel,University of Adelaide,mlmining,1.0,0.2,2014
Larry S. Davis,University of Maryland - College Park,mlmining,1.0,0.5,2014
Rajesh P. N. Rao,University of Washington,mlmining,1.0,0.2,2012
Christopher G. Atkeson,Carnegie Mellon University,mlmining,2.0,1.0,2002
Fabio Tozeto Ramos,University of Sydney,mlmining,1.0,0.25,2016
Bernhard Schölkopf,Max Planck Institute,mlmining,1.0,0.5,1996
Charles Lee Isbell Jr.,Georgia Institute of Technology,mlmining,1.0,0.5,1998
Joelle Pineau,McGill University,mlmining,2.0,0.666666666667,2007
Lawrence K. Saul,University of California - San Diego,mlmining,2.0,0.833333333333,2001
Daniel D. Lee,University of Pennsylvania,mlmining,1.0,0.5,2001
Vladimir Vapnik,Columbia University,mlmining,2.0,0.533333333333,1996
Odelia Schwartz,University of Miami,mlmining,1.0,0.5,2000
Mark Herbster,University College London,mlmining,1.0,0.333333333333,2016
Massimiliano Pontil,University College London,mlmining,1.0,0.333333333333,2016
Yoshua Bengio,University of Montreal,mlmining,3.0,1.08333333333,2009
Martin J. Wainwright,University of California - Berkeley,mlmining,1.0,0.333333333333,2006
Pradeep Ravikumar,Carnegie Mellon University,mlmining,2.0,0.833333333333,2006
John D. Lafferty,University of Chicago,mlmining,3.0,1.33333333333,2006
Charles A. Sutton,University of Edinburgh,mlmining,1.0,0.25,2012
Bin Yu 0001,University of California - Berkeley,mlmining,2.0,0.583333333333,2009
Peter L. Bartlett,University of California - Berkeley,mlmining,1.0,1.0,1996
Richard S. Sutton,University of Alberta,mlmining,1.0,0.333333333333,1989
Hal Daumé III,University of Maryland - College Park,mlmining,1.0,0.333333333333,2014
Jason Eisner,Johns Hopkins University,mlmining,1.0,0.333333333333,2014
Alex Waibel,Carnegie Mellon University,mlmining,1.0,0.333333333333,1994
Charles W. Anderson,Colorado State University,mlmining,1.0,1.0,1992
Jenna Wiens,University of Michigan,mlmining,1.0,0.5,2010
John V. Guttag,Massachusetts Institute of Technology,mlmining,3.0,1.5,2010
Malik Magdon-Ismail,Rensselaer Polytechnic Institute,mlmining,2.0,0.666666666667,2015
Petros Drineas,Purdue University,mlmining,2.0,0.666666666667,2015
David M. Mimno,Cornell University,mlmining,1.0,0.333333333333,2015
Ji Liu 0002,University of Rochester,mlmining,3.0,0.733333333333,2014
Chris H. Q. Ding,University of Texas at Arlington,mlmining,1.0,0.2,2014
Alex Waibel,Carnegie Mellon University,mlmining,2.0,0.75,1990
Alfred O. Hero III,University of Michigan,mlmining,1.0,0.5,2011
David A. Forsyth,University of Illinois at Urbana-Champaign,mlmining,2.0,0.75,2005
Nicholas Ruozzi,University of Texas at Dallas,mlmining,1.0,1.0,2015
Alexandre d'Aspremont,Ecole Normale Superieure,mlmining,2.0,0.833333333333,2007
Yair Weiss,Hebrew University of Jerusalem,mlmining,1.0,0.333333333333,2008
Antonio Torralba,Massachusetts Institute of Technology,mlmining,1.0,0.333333333333,2008
Trevor Darrell,University of California - Berkeley,mlmining,2.0,0.5,2012
Pedro F. Felzenszwalb,Brown University,mlmining,1.0,0.5,2014
Elad Hazan,Princeton University,mlmining,3.0,1.5,2012
Thorsten Joachims,Cornell University,mlmining,2.0,0.75,2011
Ashutosh Saxena,Cornell University,mlmining,2.0,0.583333333333,2011
Richard S. Zemel,University of Toronto,mlmining,4.0,0.934523809524,2015
Eric Mjolsness,University of California - Irvine,mlmining,1.0,1.0,1991
Doina Precup,McGill University,mlmining,3.0,1.14285714286,1997
Richard S. Sutton,University of Alberta,mlmining,2.0,1.0,1997
Thomas Hofmann,ETH Zurich,mlmining,1.0,0.25,2015
Daphne Koller,Stanford University,mlmining,2.0,0.583333333333,2012
Raymond J. Mooney,University of Texas at Austin,mlmining,1.0,0.5,1992
Michael Lindenbaum,Technion - Israel Institute of Technology,mlmining,1.0,0.25,2014
Shaul Markovitch,Technion - Israel Institute of Technology,mlmining,1.0,0.25,2014
Guido Sanguinetti,University of Edinburgh,mlmining,1.0,0.333333333333,2013
Sean B. Holden,University of Cambridge,mlmining,2.0,1.0,2007
Richard S. Zemel,University of Toronto,mlmining,2.0,1.0,1993
Aaron C. Courville,University of Montreal,mlmining,1.0,0.125,2014
Robert D. Kleinberg,Cornell University,mlmining,1.0,1.0,2004
Michael Kearns,University of Pennsylvania,mlmining,1.0,0.333333333333,2007
Akshay Krishnamurthy,University of Massachusetts Amherst,mlmining,1.0,0.25,2011
Lorenzo Torresani,Dartmouth College,mlmining,2.0,0.833333333333,2006
Nicoleta Roman,Ohio State University,mlmining,1.0,0.333333333333,2003
DeLiang L. Wang,Ohio State University,mlmining,1.0,0.333333333333,2003
Andrew W. Moore 0001,Carnegie Mellon University,mlmining,5.0,2.58333333333,1998
Eli Upfal,Brown University,mlmining,1.0,0.25,2008
Sanda M. Harabagiu,University of Texas at Dallas,mlmining,1.0,0.25,2009
Haipeng Luo,University of Southern California,mlmining,2.0,1.0,2014
Pieter Abbeel,University of California - Berkeley,mlmining,1.0,0.5,2010
Ben Recht,University of California - Berkeley,mlmining,1.0,0.25,2012
Christopher Ré,Stanford University,mlmining,1.0,0.25,2012
Joel A. Tropp,California Institute of Technology,mlmining,1.0,0.25,2012
Milos Hauskrecht,University of Pittsburgh,mlmining,1.0,0.5,2003
Daniel Cohen-Or,Tel Aviv University,mlmining,1.0,0.2,2006
Eytan Ruppin,University of Maryland - College Park,mlmining,1.0,0.2,2006
Lise Getoor,University of California - Santa Cruz,mlmining,1.0,0.25,2012
Yusu Wang,Ohio State University,mlmining,1.0,0.25,2011
Sharon Goldwater,University of Edinburgh,mlmining,1.0,0.333333333333,2006
J. Andrew Bagnell,Carnegie Mellon University,mlmining,1.0,0.25,2003
Sham Kakade,University of Washington,mlmining,2.0,0.583333333333,2003
Christoph H. Lampert,IST Austria,mlmining,2.0,1.33333333333,2012
Michael H. Bowling,University of Alberta,mlmining,3.0,1.08333333333,2005
Charless C. Fowlkes,University of California - Irvine,mlmining,1.0,0.333333333333,2005
Jitendra Malik,University of California - Berkeley,mlmining,1.0,0.333333333333,2005
Lyle H. Ungar,University of Pennsylvania,mlmining,1.0,0.333333333333,2011
Kian Hsiang Low,National University of Singapore,mlmining,1.0,0.333333333333,2015
Patrick Jaillet,Massachusetts Institute of Technology,mlmining,1.0,0.333333333333,2015
Trevor Darrell,University of California - Berkeley,mlmining,1.0,0.5,2002
Garrison W. Cottrell,University of California - San Diego,mlmining,1.0,0.333333333333,1998
Costas J. Spanos,University of California - Berkeley,mlmining,1.0,0.5,2016
Taylor Berg-Kirkpatrick,Carnegie Mellon University,mlmining,1.0,0.333333333333,2014
Dan Klein,University of California - Berkeley,mlmining,1.0,0.333333333333,2014
Kunle Olukotun,Stanford University,mlmining,1.0,0.142857142857,2006
Yoshua Bengio,University of Montreal,mlmining,3.0,0.866666666667,2005
Pascal Vincent,University of Montreal,mlmining,2.0,0.533333333333,2005
Patrice Marcotte,University of Montreal,mlmining,1.0,0.2,2005
Tony Jebara,Columbia University,mlmining,2.0,0.833333333333,1998
Thore Graepel,University College London,mlmining,2.0,0.666666666667,2006
Antonio Torralba,Massachusetts Institute of Technology,mlmining,1.0,0.333333333333,2003
William T. Freeman,Massachusetts Institute of Technology,mlmining,2.0,0.583333333333,2003
Santosh Vempala,Georgia Institute of Technology,mlmining,1.0,0.333333333333,2015
David C. Parkes,Harvard University,mlmining,2.0,0.666666666667,2014
Lirong Xia,Rensselaer Polytechnic Institute,mlmining,2.0,0.666666666667,2014
Christian Darken,Naval Postgraduate School,mlmining,1.0,0.5,1990
Jinbo Xu,Toyota Technological Institute at Chicago,mlmining,2.0,0.666666666667,2015
Subbarao Kambhampati,Arizona State University,mlmining,1.0,0.333333333333,2013
Yaoliang Yu,University of Waterloo,mlmining,4.0,2.58333333333,2013
Vivek Srikumar,University of Utah,mlmining,1.0,0.5,2014
Aaron C. Courville,University of Montreal,mlmining,1.0,0.333333333333,2002
John Wawrzynek,University of California - Berkeley,mlmining,1.0,0.333333333333,1996
Jim Kurose,University of Massachusetts Amherst,mlmining,1.0,0.5,2007
Su-In Lee,University of Washington,mlmining,1.0,0.166666666667,2012
Elias Bareinboim,Purdue University,mlmining,1.0,0.333333333333,2015
Judea Pearl,University of California - Los Angeles,mlmining,1.0,0.333333333333,2015
Richard S. Zemel,University of Toronto,mlmining,1.0,0.333333333333,1992
Benjamin Recht,University of California - Berkeley,mlmining,1.0,0.333333333333,2016
Gerhard Neumann,TU Darmstadt,mlmining,1.0,0.5,2008
Thomas G. Dietterich,Oregon State University,mlmining,1.0,0.5,2012
Percy Liang,Stanford University,mlmining,3.0,0.916666666667,2007
Dan Klein,University of California - Berkeley,mlmining,3.0,1.08333333333,2007
Alan Blair,UNSW,mlmining,1.0,0.25,2009
Sridhar Mahadevan,University of Massachusetts Amherst,mlmining,1.0,0.5,2000
Pascal Poupart,University of Waterloo,mlmining,2.0,0.583333333333,2012
Sridhar Mahadevan,University of Massachusetts Amherst,mlmining,1.0,0.5,2010
David M. Blei,Columbia University,mlmining,3.0,1.0,2004
Adam D. Smith,Pennsylvania State University,mlmining,1.0,0.5,2013
Fei Sha,University of Southern California,mlmining,2.0,0.833333333333,2004
Benjamin M. Marlin,University of Massachusetts Amherst,mlmining,1.0,0.25,2010
Yaser S. Abu-Mostafa,California Institute of Technology,mlmining,1.0,0.25,1997
J. Andrew Bagnell,Carnegie Mellon University,mlmining,1.0,0.5,2008
Vittorio Ferrari,University of Edinburgh,mlmining,1.0,0.5,2007
Minh Hoai Nguyen,Stony Brook University,mlmining,1.0,0.5,2008
Barnabás Póczos,Carnegie Mellon University,mlmining,2.0,0.583333333333,2010
Serge J. Belongie,Cornell University,mlmining,1.0,0.333333333333,2016
Asa Ben-Hur,Colorado State University,mlmining,2.0,0.45,2004
David Sontag,New York University,mlmining,2.0,0.5,2010
Tommi S. Jaakkola,Massachusetts Institute of Technology,mlmining,2.0,0.5,2010
Amir Globerson,Tel Aviv University,mlmining,2.0,0.5,2010
Ashutosh Saxena,Cornell University,mlmining,2.0,0.666666666667,2005
Michael I. Jordan,University of California - Berkeley,mlmining,3.0,1.16666666667,2011
Jon M. Kleinberg,Cornell University,mlmining,1.0,1.0,2001
Vittorio Ferrari,University of Edinburgh,mlmining,1.0,0.333333333333,2011
Erik Winfree,California Institute of Technology,mlmining,1.0,0.333333333333,2004
Avrim Blum,Carnegie Mellon University,mlmining,2.0,0.833333333333,2015
Ariel D. Procaccia,Carnegie Mellon University,mlmining,2.0,0.833333333333,2015
Daniel D. Lee,University of Pennsylvania,mlmining,2.0,0.666666666667,1999
Arindam Banerjee,University of Minnesota,mlmining,4.0,1.16666666667,2012
Alan Fern,Oregon State University,mlmining,2.0,0.666666666667,2011
Christopher D. Manning,Stanford University,mlmining,1.0,0.333333333333,2003
Haipeng Luo,University of Southern California,mlmining,3.0,1.0,2016
Koby Crammer,Technion - Israel Institute of Technology,mlmining,1.0,0.333333333333,2005
Alexander J. Hartemink,Duke University,mlmining,1.0,0.166666666667,2004
Rajesh P. N. Rao,University of Washington,mlmining,1.0,1.0,1997
Peter A. Flach,University of Bristol,mlmining,1.0,0.5,2015
Massimiliano Pontil,University College London,mlmining,3.0,1.08333333333,2013
Yiming Yang,Carnegie Mellon University,mlmining,2.0,0.666666666667,2005
Eric P. Xing,Carnegie Mellon University,mlmining,2.0,0.666666666667,2005
Pieter Abbeel,University of California - Berkeley,mlmining,3.0,0.783333333333,2015
Amin Shokrollahi,EPFL,mlmining,2.0,0.583333333333,2013
Gerhard Neumann,TU Darmstadt,mlmining,2.0,0.5,2016
P. Thomas Fletcher,University of Utah,mlmining,2.0,0.833333333333,2013
Thomas G. Dietterich,Oregon State University,mlmining,3.0,1.5,1995
Nando de Freitas,University of Oxford,mlmining,1.0,0.333333333333,2001
Paul R. Schrater,University of Minnesota,mlmining,1.0,0.5,2008
Radford M. Neal,University of Toronto,mlmining,1.0,1.0,1992
David Sontag,New York University,mlmining,3.0,0.916666666667,2015
Michael L. Littman,Brown University,mlmining,1.0,0.5,1993
John D. Lafferty,University of Chicago,mlmining,2.0,0.833333333333,2001
Yuhong Guo,Carleton University,mlmining,1.0,1.0,2008
Randall D. Beer,Indiana University,mlmining,1.0,0.25,1990
Alexandre d'Aspremont,Ecole Normale Superieure,mlmining,1.0,0.333333333333,2016
Daniela Rus,Massachusetts Institute of Technology,mlmining,1.0,0.2,2014
Pranjal Awasthi,Rutgers University,mlmining,1.0,0.5,2015
S. V. N. Vishwanathan,University of California - Santa Cruz,mlmining,1.0,0.333333333333,2011
Daphna Weinshall,Hebrew University of Jerusalem,mlmining,2.0,0.833333333333,2006
Michael J. Black,Max Planck Institute,mlmining,1.0,0.25,2000
William T. Freeman,Massachusetts Institute of Technology,mlmining,1.0,0.333333333333,2006
Sham M. Kakade,University of Washington,mlmining,4.0,1.66666666667,2008
Jia Deng,University of Michigan,mlmining,1.0,0.25,2016
Shai Shalev-Shwartz,Hebrew University of Jerusalem,mlmining,2.0,0.666666666667,2015
David R. Karger,Massachusetts Institute of Technology,mlmining,1.0,0.333333333333,2011
Devavrat Shah,Massachusetts Institute of Technology,mlmining,1.0,0.333333333333,2011
David A. Forsyth,University of Illinois at Urbana-Champaign,mlmining,2.0,0.416666666667,2004
Svetlana Lazebnik,University of Illinois at Urbana-Champaign,mlmining,1.0,0.25,2012
Yoav Freund,University of California - San Diego,mlmining,1.0,0.25,1992
John D. Lafferty,University of Chicago,mlmining,6.0,2.11666666667,2012
S. Shankar Sastry,University of California - Berkeley,mlmining,1.0,0.25,2012
Marcus Hutter,Australian National University,mlmining,1.0,1.0,2009
Paris Smaragdis,University of Illinois at Urbana-Champaign,mlmining,1.0,0.333333333333,2014
Aasa Feragen,DIKU,mlmining,1.0,0.2,2013
Marleen de Bruijne,DIKU,mlmining,1.0,0.2,2013
Michael I. Jordan,University of California - Berkeley,mlmining,2.0,0.75,1991
Pradeep Ravikumar,Carnegie Mellon University,mlmining,5.0,1.15,2016
Pascal Vincent,University of Montreal,mlmining,1.0,0.25,2013
Trevor Darrell,University of California - Berkeley,mlmining,1.0,0.5,2011
Amir Globerson,Tel Aviv University,mlmining,1.0,0.5,2009
David Barber,University College London,mlmining,3.0,1.5,2012
Michael Mozer,University of Colorado Boulder,mlmining,1.0,0.5,1993
Michael C. Mozer,University of Colorado Boulder,mlmining,1.0,0.333333333333,2006
Martial Hebert,Carnegie Mellon University,mlmining,1.0,0.5,2016
Andrew McCallum,University of Massachusetts Amherst,mlmining,1.0,0.25,2003
Michael E. Tipping,University of Bath,mlmining,1.0,1.0,1999
Marcus Hutter,Australian National University,mlmining,1.0,0.5,2007
Pascal Vincent,University of Montreal,mlmining,1.0,0.333333333333,2000
Zeeshan Syed,University of Michigan,mlmining,2.0,1.0,2010
Kristen Grauman,University of Texas at Austin,mlmining,1.0,0.333333333333,2010
Nati Linial,Hebrew University of Jerusalem,mlmining,1.0,0.333333333333,2013
Tom M. Mitchell,Carnegie Mellon University,mlmining,1.0,0.333333333333,1995
Paul R. Schrater,University of Minnesota,mlmining,1.0,0.5,2006
Percy Liang,Stanford University,mlmining,2.0,0.833333333333,2013
Aarti Singh,Carnegie Mellon University,mlmining,1.0,0.333333333333,2008
Robert D. Nowak,University of Wisconsin - Madison,mlmining,2.0,0.5,2008
Satinder P. Singh,University of Michigan,mlmining,2.0,1.25,1991
Csaba Szepesvári,University of Alberta,mlmining,2.0,0.666666666667,2007
Sham M. Kakade,University of Washington,mlmining,1.0,0.25,2013
Michael H. Bowling,University of Alberta,mlmining,1.0,1.0,2004
Shlomo Zilberstein,University of Massachusetts Amherst,mlmining,3.0,1.5,2009
Sriraam Natarajan,Indiana University,mlmining,1.0,0.333333333333,2012
David Page,University of Wisconsin - Madison,mlmining,3.0,0.75,2012
Daphna Weinshall,Hebrew University of Jerusalem,mlmining,1.0,0.142857142857,2008
Misha Pavel,Northeastern University,mlmining,1.0,0.142857142857,2008
Alexander Rakhlin,University of Pennsylvania,mlmining,1.0,0.5,2006
Anshumali Shrivastava,Rice University,mlmining,1.0,0.5,2013
Amy Greenwald,Brown University,mlmining,1.0,0.333333333333,2012
Alexander Rakhlin,University of Pennsylvania,mlmining,1.0,0.333333333333,2012
Karthik Sridharan,Cornell University,mlmining,2.0,0.583333333333,2012
Kamalika Chaudhuri,University of California - San Diego,mlmining,1.0,0.5,2013
Sanja Fidler,University of Toronto,mlmining,2.0,0.285714285714,2015
Raquel Urtasun,University of Toronto,mlmining,3.0,0.535714285714,2015
Carsten Rother,TU Dresden,mlmining,2.0,0.666666666667,2013
Yaser S. Abu-Mostafa,California Institute of Technology,mlmining,1.0,0.25,1999
Daphne Koller,Stanford University,mlmining,2.0,1.0,1998
Risi Kondor,University of Chicago,mlmining,1.0,0.5,2016
Robert C. Williamson,Australian National University,mlmining,1.0,0.333333333333,2011
Mark D. Reid,Australian National University,mlmining,1.0,0.333333333333,2011
John Shawe-Taylor,University College London,mlmining,4.0,1.03333333333,1999
Karthik Sridharan,Cornell University,mlmining,3.0,1.03333333333,2016
Éva Tardos,Cornell University,mlmining,1.0,0.2,2016
Nathan Srebro,University of Chicago,mlmining,1.0,0.333333333333,2009
Ilias Diakonikolas,University of Southern California,mlmining,1.0,0.333333333333,2015
Antonio Torralba,Massachusetts Institute of Technology,mlmining,1.0,0.333333333333,2004
William T. Freeman,Massachusetts Institute of Technology,mlmining,2.0,0.583333333333,2004
Subhransu Maji,University of Massachusetts Amherst,mlmining,2.0,0.583333333333,2013
Tommi S. Jaakkola,Massachusetts Institute of Technology,mlmining,3.0,1.08333333333,2013
Michael Mozer,University of Colorado Boulder,mlmining,2.0,1.5,1990
Fernando Pérez-Cruz,Stevens Institute of Technology,mlmining,1.0,0.25,2000
Zoran Popovic,University of Washington,mlmining,1.0,0.333333333333,2010
Nathan Intrator,Tel Aviv University,mlmining,1.0,0.5,2000
Xi Chen,Columbia University,mlmining,1.0,0.5,2009
J. Eliot B. Moss,University of Massachusetts Amherst,mlmining,1.0,0.142857142857,1997
John Cavazos,University of Delaware,mlmining,1.0,0.142857142857,1997
Darko Stefanovic,University of New Mexico,mlmining,1.0,0.142857142857,1997
Carla E. Brodley,Northeastern University,mlmining,1.0,0.142857142857,1997
Aarti Singh,Carnegie Mellon University,mlmining,1.0,0.5,2010
Aaron C. Courville,University of Montreal,mlmining,2.0,0.291666666667,2015
Christopher G. Atkeson,Carnegie Mellon University,mlmining,1.0,0.5,2007
Raman Arora,Johns Hopkins University,mlmining,3.0,1.03333333333,2016
Tamara L. Berg,University of North Carolina,mlmining,1.0,0.25,2004
Alexander C. Berg,University of North Carolina,mlmining,1.0,0.25,2004
Erik B. Sudderth,University of California - Irvine,mlmining,1.0,0.333333333333,2007
Demetri Terzopoulos,University of California - Los Angeles,mlmining,1.0,0.333333333333,1998
Nathan Intrator,Tel Aviv University,mlmining,1.0,0.25,2005
Nando de Freitas,University of Oxford,mlmining,3.0,0.866666666667,2013
Hal Daumé III,University of Maryland - College Park,mlmining,2.0,0.833333333333,2008
Steven W. Zucker,Yale University,mlmining,1.0,0.5,2014
Weidong Cai,University of Sydney,mlmining,1.0,0.25,2016
Dana H. Ballard,University of Texas at Austin,mlmining,1.0,0.333333333333,1988
Kunle Olukotun,Stanford University,mlmining,1.0,0.25,2005
Antonio Torralba,Massachusetts Institute of Technology,mlmining,1.0,1.0,2001
Brian D. Ziebart,University of Illinois at Chicago,mlmining,1.0,0.25,2016
Nathan Intrator,Tel Aviv University,mlmining,1.0,0.25,1997
John D. Lafferty,University of Chicago,mlmining,1.0,0.333333333333,2008
Charless C. Fowlkes,University of California - Irvine,mlmining,1.0,0.333333333333,2002
Jitendra Malik,University of California - Berkeley,mlmining,1.0,0.333333333333,2002
Martin Jaggi,EPFL,mlmining,1.0,0.142857142857,2014
Thomas Hofmann,ETH Zurich,mlmining,1.0,0.142857142857,2014
Randall D. Beer,Indiana University,mlmining,1.0,0.5,1989
Shai Shalev-Shwartz,Hebrew University of Jerusalem,mlmining,3.0,1.0,2011
Amnon Shashua,Hebrew University of Jerusalem,mlmining,1.0,0.333333333333,2011
Sven Koenig,University of Southern California,mlmining,1.0,0.5,2002
Nathan Intrator,Tel Aviv University,mlmining,1.0,1.0,1992
Quanquan Gu,University of Virginia,mlmining,1.0,0.25,2012
Robert C. Williamson,Australian National University,mlmining,2.0,0.45,1999
Grace Wahba,University of Wisconsin - Madison,mlmining,1.0,0.166666666667,1998
Stefano Ermon,Stanford University,mlmining,1.0,0.25,2011
Carla P. Gomes,Cornell University,mlmining,1.0,0.25,2011
Bart Selman,Cornell University,mlmining,1.0,0.25,2011
Shivani Agarwal 0001,University of Pennsylvania,mlmining,4.0,1.58333333333,2014
Daniel D. Lee,University of Pennsylvania,mlmining,1.0,0.25,2007
Bernhard Schölkopf,Max Planck Institute,mlmining,3.0,0.7,2009
Wulfram Gerstner,EPFL,mlmining,1.0,0.2,2006
Nathan Intrator,Tel Aviv University,mlmining,1.0,1.0,1990
Jitendra Malik,University of California - Berkeley,mlmining,1.0,0.25,2014
Daniel J. Hsu,Columbia University,mlmining,1.0,0.25,2010
Stefanie Jegelka,Massachusetts Institute of Technology,mlmining,3.0,1.33333333333,2011
Benjamin Van Durme,Johns Hopkins University,mlmining,1.0,0.5,2009
Michael L. Littman,Brown University,mlmining,3.0,1.5,2000
Peter L. Bartlett,University of California - Berkeley,mlmining,1.0,0.25,2004
Pierre Baldi,University of California - Irvine,mlmining,1.0,0.5,2006
