"author","coauthor","year","area"
Janos Simon,Joel I. Seiferas,1980,act
Janos Simon,Walter L. Ruzzo,1982,act
Janos Simon,Martin Tompa,1982,act
Janos Simon,László Babai,1986,act
Janos Simon,Piotr Berman,1988,act
Janos Simon,Ramamohan Paturi,1983,act
Janos Simon,Piotr Berman,1983,act
Janos Simon,Ramamohan Paturi,1984,act
Wei Cheng,Wei Wang 0010,2014,bio
Wei Cheng,Wei Wang 0010,2013,mlmining
Wei Cheng,Tarek F. Abdelzaher,2013,comm
Wei Cheng,Prasant Mohapatra,2013,comm
Wei Cheng,Wei Wang 0010,2016,mlmining
Wei Cheng,Xiuzhen Cheng,2009,comm
Wei Cheng,Taieb Znati,2009,comm
Qin Zhang 0001,Jeff M. Phillips,2012,act
Qin Zhang 0001,He Sun 0001,2016,mlmining
Qin Zhang 0001,Feifei Li 0001,2008,mod
Michael Molloy,Mohammad R. Salavatipour,2003,act
Michael Molloy,Hamed Hatami,2010,act
Michael Molloy,Bruce A. Reed,2001,act
Michael Molloy,Russell Greiner,2002,ai
Michael Molloy,Ryan Hayward,2002,ai
Michael Molloy,Bruce A. Reed,1998,act
Michael Molloy,Bruce A. Reed,2009,act
Sonia Chiasson,Paul C. van Oorschot,2006,sec
Sonia Chiasson,Robert Biddle,2006,sec
Sonia Chiasson,Anil Somayaji,2013,sec
Sonia Chiasson,Fabian Monrose,2012,sec
Sonia Chiasson,Paul C. van Oorschot,2012,sec
Sonia Chiasson,Jan-Michael Frahm,2012,sec
Sonia Chiasson,Paul C. van Oorschot,2009,sec
Sonia Chiasson,Robert Biddle,2009,sec
Rajiv Gupta,Mary Lou Soffa,1992,hpc
Rajiv Gupta,Xin Yuan,1996,hpc
Rajiv Gupta,Rami G. Melhem,1996,hpc
Rajiv Gupta,Rastislav Bodík,2000,plan
Rajiv Gupta,Vivek Sarkar,2000,plan
Rajiv Gupta,Vijay Nagarajan,2013,hpc
Rajiv Gupta,Xiangyu Zhang,2006,soft
Rajiv Gupta,Mary Lou Soffa,1997,plan
Rajiv Gupta,Rastislav Bodík,1997,plan
Rajiv Gupta,Mary Lou Soffa,1999,arch
Rajiv Gupta,Vijay Nagarajan,2012,arch
Rajiv Gupta,Mary Lou Soffa,1996,soft
Rajiv Gupta,Xiangyu Zhang,2004,plan
Rajiv Gupta,Mary Lou Soffa,1993,plan
Rajiv Gupta,Xiangyu Zhang,2005,soft
Rajiv Gupta,Laxmi N. Bhuyan,2016,hpc
Rajiv Gupta,Iulian Neamtiu,2016,hpc
Rajiv Gupta,Mary Lou Soffa,1995,soft
Rajiv Gupta,Guoqing (Harry) Xu,2016,ops
Rajiv Gupta,Xiangyu Zhang,2007,plan
Rajiv Gupta,Xiangyu Zhang,2006,plan
Rajiv Gupta,Richard I. Hartley,1994,vision
Rajiv Gupta,Richard I. Hartley,1995,robotics
Rajiv Gupta,Vijay Nagarajan,2008,arch
Rajiv Gupta,Mary Lou Soffa,1989,plan
Rajiv Gupta,Mary Lou Soffa,1995,plan
Rajiv Gupta,Youtao Zhang,2003,soft
Rajiv Gupta,Xiangyu Zhang,2003,soft
Rajiv Gupta,Youtao Zhang,2000,arch
Rajiv Gupta,Laxmi N. Bhuyan,2014,hpc
Rajiv Gupta,Vijay Nagarajan,2014,hpc
Rajiv Gupta,Vijay Nagarajan,2009,arch
Rajiv Gupta,Laxmi N. Bhuyan,2015,arch
Rajiv Gupta,Youtao Zhang,2004,soft
Rajiv Gupta,Xiangyu Zhang,2004,soft
Rajiv Gupta,Mary Lou Soffa,1999,plan
Rajiv Gupta,Rastislav Bodík,1999,plan
Rajiv Gupta,Iulian Neamtiu,2012,plan
Rajiv Gupta,Youtao Zhang,2001,plan
Rajiv Gupta,Xiangyu Zhang,2004,arch
Rajiv Gupta,Laxmi N. Bhuyan,2015,hpc
Rajiv Gupta,Qi Zhu,2015,hpc
Rajiv Gupta,Mary Lou Soffa,1998,plan
Rajiv Gupta,Rastislav Bodík,1998,plan
Rajiv Gupta,Richard I. Hartley,1993,vision
Ramin Zabih,Vladimir Kolmogorov,2003,vision
Ramin Zabih,David A. McAllester,1988,ai
Ramin Zabih,Thorsten Joachims,2013,vision
Ramin Zabih,Olga Veksler,1999,vision
Ramin Zabih,Yuri Boykov,1999,vision
Ramin Zabih,Olga Veksler,1998,vision
Ramin Zabih,Yuri Boykov,1998,vision
Ramin Zabih,Vladimir Kolmogorov,2001,vision
Ramin Zabih,Vladimir Kolmogorov,2004,vision
Ramin Zabih,David A. McAllester,1987,ai
Ramin Zabih,Pedro F. Felzenszwalb,2010,vision
Ramin Zabih,Éva Tardos,2010,vision
Ramin Zabih,Olga Veksler,1997,vision
Ramin Zabih,Yuri Boykov,1997,vision
Ramin Zabih,Vladimir Kolmogorov,2002,vision
Ramin Zabih,Vladimir Kolmogorov,2006,vision
Ramin Zabih,Carsten Rother,2006,vision
Ramin Zabih,Olga Veksler,2006,vision
Daniel P. Siewiorek,Anind K. Dey,2015,chi
Daniel P. Siewiorek,Edward F. Gehringer,1985,arch
Daniel P. Siewiorek,Geoffrey J. Gordon,2008,ai
Daniel P. Siewiorek,Jaime G. Carbonell,2008,ai
Daniel P. Siewiorek,Brad A. Myers,2008,ai
Daniel P. Siewiorek,Jennifer Mankoff,2014,chi
Daniel P. Siewiorek,Sara B. Kiesler,2014,chi
Daniel P. Siewiorek,Norman M. Sadeh,2010,chi
Daniel P. Siewiorek,Jason I. Hong,2010,chi
Daniel P. Siewiorek,Anind K. Dey,2016,chi
Daniel P. Siewiorek,Eric Paulos,2011,chi
Daniel P. Siewiorek,Jason I. Hong,2011,chi
Cezara Dragoi,Thomas A. Henzinger,2016,plan
Cezara Dragoi,Thomas A. Henzinger,2013,log
Stefan Leutenegger,Andrew J. Davison,2015,robotics
Stefan Leutenegger,Kostas Alexis,2015,robotics
Stefan Leutenegger,Ben Glocker,2015,robotics
Stefan Leutenegger,Andrew J. Davison,2016,robotics
Stefan Leutenegger,Andrew J. Davison,2016,vision
Haixu Tang,Yuzhen Ye,2016,bio
Haixu Tang,Pavel A. Pevzner,2004,bio
Haixu Tang,Michael S. Waterman,2001,bio
Haixu Tang,Pavel A. Pevzner,2001,bio
Haixu Tang,Predrag Radivojac,2008,bio
Haixu Tang,Michael K. Reiter,2009,sec
Haixu Tang,XiaoFeng Wang,2009,sec
Haixu Tang,XiaoFeng Wang,2015,sec
Haixu Tang,Yan Huang 0001,2015,sec
Haixu Tang,Steffen Heber,2002,bio
Haixu Tang,Sing-Hoi Sze,2002,bio
Haixu Tang,Pavel A. Pevzner,2002,bio
Benjamin M. Marlin,Eliot Moss,2016,plan
Benjamin M. Marlin,Deepak Ganesan,2016,chi
Benjamin M. Marlin,Deepak Ganesan,2013,mobile
Benjamin M. Marlin,Deepak Ganesan,2013,chi
Benjamin M. Marlin,Erik G. Learned-Miller,2014,vision
Benjamin M. Marlin,Deepak Ganesan,2014,mobile
Benjamin M. Marlin,Andrew McCallum,2013,nlp
Benjamin M. Marlin,Sebastian Riedel,2013,nlp
Benjamin M. Marlin,Richard S. Zemel,2004,mlmining
Benjamin M. Marlin,Nando de Freitas,2011,mlmining
Benjamin M. Marlin,Richard S. Zemel,2011,ai
Benjamin M. Marlin,Deepak Ganesan,2015,mobile
Ronald A. Olsson,Biswanath Mukherjee,1998,sec
Richard Peng,Gary L. Miller,2011,act
Richard Peng,Charalampos E. Tsourakakis,2011,act
Richard Peng,Michael Mitzenmacher,2015,mlmining
Richard Peng,Charalampos E. Tsourakakis,2015,mlmining
Richard Peng,Gary L. Miller,2010,act
Richard Peng,Gary L. Miller,2012,act
Richard Peng,Gary L. Miller,2014,act
Richard Peng,Anup Rao,2014,act
Richard Peng,Amir Nayyeri,2014,act
Richard Peng,Daniel A. Spielman,2014,act
Richard Peng,Yan Liu,2016,mlmining
Richard Peng,Gary L. Miller,2013,act
Richard Peng,Daniel A. Spielman,2016,act
Richard Peng,Aaron Sidford,2016,act
Jeffrey Huang,Jean-Pierre Hubaux,2010,chi
Jeffrey Huang,Harry Wechsler,1998,vision
Zia Khan,Tucker R. Balch,2005,vision
Zia Khan,Frank Dellaert,2005,vision
Zia Khan,Tucker R. Balch,2003,robotics
Zia Khan,Frank Dellaert,2003,robotics
Zia Khan,Tucker R. Balch,2004,vision
Zia Khan,Frank Dellaert,2004,vision
Zia Khan,Mona Singh,2009,bio
Zia Khan,Tucker R. Balch,2005,robotics
Zia Khan,Frank Dellaert,2005,robotics
Jacopo Urbani,Henri E. Bal,2010,hpc
Jacopo Urbani,Gerhard Weikum,2016,ai
Christopher W. Geib,Mark Steedman,2007,ai
Shay B. Cohen,Noah A. Smith,2016,nlp
Shay B. Cohen,Chris Dyer,2014,nlp
Shay B. Cohen,Michael Collins,2014,nlp
Shay B. Cohen,Eric P. Xing,2014,nlp
Shay B. Cohen,Omri Abend,2014,nlp
Shay B. Cohen,Mark Steedman,2014,nlp
Shay B. Cohen,Noah A. Smith,2011,nlp
Shay B. Cohen,Noah A. Smith,2008,mlmining
Shay B. Cohen,Kevin Gimpel,2008,mlmining
Shay B. Cohen,Noah A. Smith,2010,nlp
Shay B. Cohen,David M. Blei,2010,nlp
Shay B. Cohen,Eytan Ruppin,2005,ai
Shay B. Cohen,Michael Collins,2013,nlp
Shay B. Cohen,Lyle H. Ungar,2013,nlp
Shay B. Cohen,Michael Collins,2012,nlp
Shay B. Cohen,Lyle H. Ungar,2012,nlp
Shay B. Cohen,Noah A. Smith,2009,nlp
Shay B. Cohen,Noah A. Smith,2007,nlp
Shay B. Cohen,Noah A. Smith,2010,mlmining
Shay B. Cohen,Michael Collins,2012,mlmining
Shay B. Cohen,Omri Abend,2015,nlp
Shay B. Cohen,Mark Steedman,2015,nlp
Francesco Palmieri,Silvio Savarese,2016,vision
Gerald Weber,Christof Lutteroth,2013,chi
Gerald Weber,Christof Lutteroth,2015,chi
Fabio T. Ramos,Dieter Fox,2007,robotics
Fabio T. Ramos,Surya P. N. Singh,2011,robotics
Kian Hsiang Low,Patrick Jaillet,2015,ai
Kian Hsiang Low,Patrick Jaillet,2015,mlmining
Kian Hsiang Low,Geoffrey J. Gordon,2007,robotics
Kian Hsiang Low,Pradeep K. Khosla,2007,robotics
Kian Hsiang Low,Wee Kheng Leow,2004,robotics
Kian Hsiang Low,Colin Keng-Yan Tan,2013,robotics
Kian Hsiang Low,Wee Kheng Leow,2004,ai
Kian Hsiang Low,Jie Fu,2016,ai
Kian Hsiang Low,Mohan S. Kankanhalli,2016,ai
Kian Hsiang Low,Tat-Seng Chua,2016,ai
Kian Hsiang Low,Patrick Jaillet,2016,ai
Kian Hsiang Low,Wee Kheng Leow,2002,robotics
Kian Hsiang Low,Wee Kheng Leow,2003,robotics
Antony L. Hosking,Lukasz Ziarek,2010,plan
Antony L. Hosking,Jan Vitek,2010,plan
Antony L. Hosking,Jan Vitek,2009,bed
Antony L. Hosking,J. Eliot B. Moss,1993,mod
Antony L. Hosking,Kai Engelhardt,2015,plan
Antony L. Hosking,J. Eliot B. Moss,1993,ops
Christopher Bystroff,Xin Yuan,2005,bio
Andy Nealen,Julian Togelius,2016,ai
Hu Fu,Elchanan Mossel,2010,act
Hu Fu,Shaddin Dughmi,2010,act
Hu Fu,Robert Kleinberg,2010,act
Hu Fu,Christopher Umans,2010,act
Hu Fu,Yaron Singer,2010,act
Hu Fu,Christos H. Papadimitriou,2010,act
Hu Fu,Michael Schapira,2010,act
Hu Fu,Robert D. Kleinberg,2011,act
Hu Fu,Robert Kleinberg,2012,act
Hu Fu,Noam Nisan,2012,act
Hu Fu,Tim Roughgarden,2012,act
Hu Fu,Jason D. Hartline,2013,act
Hu Fu,Michal Feldman,2013,act
Hu Fu,Robert D. Kleinberg,2015,act
Sheau-Dong Lang,Kien A. Hua,2006,mod
Svetlana Lazebnik,Jan-Michael Frahm,2008,vision
Svetlana Lazebnik,Jean Ponce,2002,vision
Svetlana Lazebnik,Martial Hebert,2002,vision
Svetlana Lazebnik,David J. Kriegman,2002,vision
Svetlana Lazebnik,Rebecca Willett,2008,mlmining
Svetlana Lazebnik,Jean Ponce,2001,vision
Svetlana Lazebnik,Jean Ponce,2004,vision
Svetlana Lazebnik,Jean Ponce,2005,vision
Svetlana Lazebnik,Enrique Dunn,2010,vision
Svetlana Lazebnik,Jan-Michael Frahm,2010,vision
Svetlana Lazebnik,Julia Hockenmaier,2014,vision
Svetlana Lazebnik,Marc Niethammer,2014,vision
Svetlana Lazebnik,Julia Hockenmaier,2015,vision
Svetlana Lazebnik,Tamara L. Berg,2015,vision
Svetlana Lazebnik,Alexander C. Berg,2015,vision
Svetlana Lazebnik,Jean Ponce,2003,vision
Svetlana Lazebnik,Jean Ponce,2006,vision
Colin Keng-Yan Tan,Kian Hsiang Low,2013,robotics
Omri Abend,Mark Steedman,2014,nlp
Omri Abend,Shay B. Cohen,2014,nlp
Omri Abend,Ari Rappoport,2011,nlp
Omri Abend,Roy Schwartz,2011,nlp
Omri Abend,Ari Rappoport,2010,nlp
Omri Abend,Ari Rappoport,2013,nlp
Omri Abend,Ari Rappoport,2009,nlp
Omri Abend,Mark Steedman,2015,nlp
Omri Abend,Shay B. Cohen,2015,nlp
Gary L. Miller,Bruce M. Maggs,1997,act
Gary L. Miller,Shang-Hua Teng,1997,act
Gary L. Miller,Richard Peng,2012,act
Gary L. Miller,Anup Rao,2014,act
Gary L. Miller,Amir Nayyeri,2014,act
Gary L. Miller,Richard Peng,2014,act
Gary L. Miller,Shang-Hua Teng,1991,act
Gary L. Miller,Alina Ene,2016,act
Gary L. Miller,Aaron Sidford,2016,act
Gary L. Miller,Guy E. Blelloch,2010,hpc
Gary L. Miller,John H. Reif,1985,act
Gary L. Miller,Vijaya Ramachandran,1987,act
Gary L. Miller,Shang-Hua Teng,1987,act
Gary L. Miller,Shang-Hua Teng,1995,act
Gary L. Miller,Guy E. Blelloch,2000,hpc
Gary L. Miller,Eric Bach,1984,act
Gary L. Miller,Jeffrey Shallit,1984,act
Gary L. Miller,John H. Reif,1979,act
Gary L. Miller,Charalampos E. Tsourakakis,2011,act
Gary L. Miller,Richard Peng,2011,act
Gary L. Miller,Richard Peng,2010,act
Gary L. Miller,Charalampos E. Tsourakakis,2009,mlmining
Gary L. Miller,Christos Faloutsos,2009,mlmining
Gary L. Miller,Robert T. Collins,2005,vision
Gary L. Miller,Richard Peng,2013,act
Gary L. Miller,Leonard M. Adleman,1985,crypt
Gary L. Miller,Shang-Hua Teng,1994,act
Gary L. Miller,Joseph Naor,1989,act
Gary L. Miller,Don Sheehy,2009,act
Daniel Barbará,Tomasz Imielinski,1994,mod
Daniel Barbará,Hector Garcia-Molina,1981,comm
Daniel Barbará,Carlotta Domeniconi,2006,mlmining
Daniel Barbará,Walid G. Aref,1995,mod
Wen Hu,Chun Tung Chou,2013,mobile
Wen Hu,Chun Tung Chou,2012,mobile
Nima Honarmand,Josep Torrellas,2015,arch
Nima Honarmand,Josep Torrellas,2014,arch
Nima Honarmand,Josep Torrellas,2013,arch
Nima Honarmand,Sarita V. Adve,2011,plan
Nima Honarmand,Vikram S. Adve,2011,plan
Craig E. Wills,Yin Zhang,2003,ir
Pradeep K. Khosla,Takeo Kanade,1989,robotics
Pradeep K. Khosla,Nikolaos P. Papanikolopoulos,1992,robotics
Pradeep K. Khosla,Takeo Kanade,1986,robotics
Pradeep K. Khosla,Howie Choset,2004,robotics
Pradeep K. Khosla,Nikolaos Papanikolopoulos,1994,robotics
Pradeep K. Khosla,Howie Choset,2003,robotics
Pradeep K. Khosla,Geoffrey J. Gordon,2007,robotics
Pradeep K. Khosla,Kian Hsiang Low,2007,robotics
Pradeep K. Khosla,Elaine Shi,2005,ops
Pradeep K. Khosla,Adrian Perrig,2005,ops
Pradeep K. Khosla,Arvin Agah,1997,robotics
Pradeep K. Khosla,George A. Bekey,1997,robotics
Rotem Oshman,Toniann Pitassi,2013,act
Rotem Oshman,Vinod Vaikuntanathan,2013,act
Rotem Oshman,Mark Braverman,2013,act
Rotem Oshman,Faith Ellen,2013,act
Ismailcem Budak Arpinar,Anupam Joshi,2006,ir
Ismailcem Budak Arpinar,Tim Finin,2006,ir
Victor Vianu,Tova Milo,2001,log
Victor Vianu,Dan Suciu,2001,log
Victor Vianu,Noga Alon,2001,log
Victor Vianu,Serge Abiteboul,1994,log
Victor Vianu,Christos H. Papadimitriou,1994,log
Victor Vianu,Serge Abiteboul,1989,log
Victor Vianu,Alin Deutsch,2005,mod
Victor Vianu,Serge Abiteboul,1984,mod
Victor Vianu,Serge Abiteboul,1991,act
Giovanni Vigna,Alexandros Kapravelos,2014,sec
Giovanni Vigna,Vern Paxson,2014,sec
Giovanni Vigna,Christopher Kruegel,2014,sec
Giovanni Vigna,Gianluca Stringhini,2013,ir
Giovanni Vigna,Stefano Zanero,2013,ir
Giovanni Vigna,Christopher Kruegel,2013,ir
Giovanni Vigna,Engin Kirda,2012,sec
Giovanni Vigna,Alexandros Kapravelos,2012,sec
Giovanni Vigna,Manuel Egele,2012,sec
Giovanni Vigna,Nick Nikiforakis,2012,sec
Giovanni Vigna,Adam Doupé,2012,sec
Giovanni Vigna,Gianluca Stringhini,2012,sec
Giovanni Vigna,Christopher Kruegel,2012,sec
Giovanni Vigna,Christopher Krügel,2003,sec
Giovanni Vigna,Chandra Krintz,2003,sec
Giovanni Vigna,Engin Kirda,2008,sec
Giovanni Vigna,Christopher Kruegel,2008,sec
Giovanni Vigna,Gianluca Stringhini,2014,ir
Giovanni Vigna,Stefano Zanero,2014,ir
Giovanni Vigna,Nick Nikiforakis,2014,ir
Giovanni Vigna,Christopher Kruegel,2014,ir
Giovanni Vigna,Alexandros Kapravelos,2013,sec
Giovanni Vigna,Gianluca Stringhini,2013,sec
Giovanni Vigna,Nick Nikiforakis,2013,sec
Giovanni Vigna,Adam Doupé,2013,sec
Giovanni Vigna,Christopher Kruegel,2013,sec
Giovanni Vigna,Richard A. Kemmerer,2011,metrics
Giovanni Vigna,Christopher Kruegel,2011,metrics
Giovanni Vigna,William K. Robertson,2009,sec
Giovanni Vigna,Richard A. Kemmerer,2009,sec
Giovanni Vigna,Christopher Kruegel,2009,sec
Giovanni Vigna,Engin Kirda,2015,sec
Giovanni Vigna,William K. Robertson,2015,sec
Giovanni Vigna,Manuel Egele,2015,sec
Giovanni Vigna,Nick Nikiforakis,2015,sec
Giovanni Vigna,Gianluca Stringhini,2015,sec
Giovanni Vigna,Christopher Kruegel,2015,sec
Giovanni Vigna,Christopher Kruegel,2015,soft
Giovanni Vigna,Richard A. Kemmerer,2014,comm
Giovanni Vigna,Christopher Kruegel,2014,comm
Giovanni Vigna,Christopher Krügel,2004,sec
Giovanni Vigna,William K. Robertson,2004,sec
Giovanni Vigna,Christopher Krügel,2010,ir
Giovanni Vigna,Alexandros Kapravelos,2014,metrics
Giovanni Vigna,Gianluca Stringhini,2014,metrics
Giovanni Vigna,Christopher Kruegel,2014,metrics
Giovanni Vigna,Haitao Zheng,2013,metrics
Giovanni Vigna,Ben Y. Zhao,2013,metrics
Giovanni Vigna,Gianluca Stringhini,2013,metrics
Giovanni Vigna,Manuel Egele,2013,metrics
Giovanni Vigna,Christopher Kruegel,2013,metrics
Giovanni Vigna,Engin Kirda,2005,sec
Giovanni Vigna,William K. Robertson,2005,sec
Giovanni Vigna,Christopher Kruegel,2005,sec
Giovanni Vigna,Gianluca Stringhini,2011,sec
Giovanni Vigna,Adam Doupé,2011,sec
Giovanni Vigna,Christopher Kruegel,2011,sec
Giovanni Vigna,Christopher Kruegel,2010,sec
Giovanni Vigna,Engin Kirda,2016,sec
Giovanni Vigna,William K. Robertson,2016,sec
Giovanni Vigna,Herbert Bos,2016,sec
Giovanni Vigna,Cristiano Giuffrida,2016,sec
Giovanni Vigna,Christopher Krügel,2016,sec
Giovanni Vigna,Christopher Kruegel,2016,sec
Giovanni Vigna,Christopher Krügel,2002,sec
Giovanni Vigna,Richard A. Kemmerer,2002,sec
Giovanni Vigna,Christopher Kruegel,2011,ir
David Jacobs,Jon Froehlich,2014,chi
Evangelos Kranakis,Krzysztof Diks,2002,act
Evangelos Kranakis,Paul C. van Oorschot,1994,sec
John M. Hollerbach,Christopher G. Atkeson,1988,robotics
John M. Hollerbach,David J. Kriegman,1985,robotics
John M. Hollerbach,Christopher G. Atkeson,1986,robotics
John M. Hollerbach,Charles D. Hansen,2001,vis
John M. Hollerbach,Ronald S. Fearing,1984,robotics
Masaaki Mizuno,John Hatcliff,2002,soft
Masaaki Mizuno,Matthew B. Dwyer,2002,soft
James Worrell,Joël Ouaknine,2012,log
James Worrell,A. W. Roscoe,2012,log
James Worrell,Gavin Lowe,2012,log
James Worrell,Stefan Kiefer,2012,log
James Worrell,Joël Ouaknine,2007,log
James Worrell,Patricia Bouyer,2007,log
James Worrell,Nicolas Markey,2007,log
James Worrell,John Power,1998,log
James Worrell,Stefan Kiefer,2017,act
James Worrell,Joël Ouaknine,2015,log
James Worrell,Joël Ouaknine,2014,act
James Worrell,Joël Ouaknine,2003,log
James Worrell,Joël Ouaknine,2010,log
James Worrell,Alexander Rabinovich,2010,log
James Worrell,Joël Ouaknine,2013,act
James Worrell,Joël Ouaknine,2016,log
James Worrell,Stefan Kiefer,2016,log
James Worrell,Christel Baier,2016,log
James Worrell,Joël Ouaknine,2005,log
James Worrell,Joël Ouaknine,2011,log
James Worrell,Daniel Kroening,2011,log
James Worrell,Stefan Kiefer,2011,log
James Worrell,Thomas Wahl,2011,log
James Worrell,Joël Ouaknine,2004,log
James Worrell,Joël Ouaknine,2013,log
James Worrell,Joël Ouaknine,2015,act
Mehdi Mirakhorli,Jane Cleland-Huang,2012,soft
Mehdi Mirakhorli,Jane Cleland-Huang,2011,soft
Jeffrey S. Rosenschein,Ariel D. Procaccia,2008,ai
Jeffrey S. Rosenschein,Yair Zick,2013,ai
Jeffrey S. Rosenschein,Edith Elkind,2013,ai
Jeffrey S. Rosenschein,Michael R. Genesereth,1986,ai
Jeffrey S. Rosenschein,Aviv Zohar,2007,ai
Jeffrey S. Rosenschein,Sarit Kraus,2007,ai
Jeffrey S. Rosenschein,Ariel D. Procaccia,2007,ai
Jeffrey S. Rosenschein,Michael R. Genesereth,1985,ai
Jeffrey S. Rosenschein,Peter Stone,2010,ai
Jeffrey S. Rosenschein,Nicholas R. Jennings,2010,ai
Jeffrey S. Rosenschein,Aviv Zohar,2010,ai
Jeffrey S. Rosenschein,Sarit Kraus,2010,ai
Jeffrey S. Rosenschein,Gal A. Kaminka,2010,ai
Jeffrey S. Rosenschein,Aviv Zohar,2006,ai
Jeffrey S. Rosenschein,Ariel D. Procaccia,2008,act
Jeffrey S. Rosenschein,Aviv Zohar,2011,ai
Jeffrey S. Rosenschein,Vincent Conitzer,2009,ai
Jeffrey S. Rosenschein,Ely Porat,2009,ai
Jeffrey S. Rosenschein,Ariel D. Procaccia,2009,ai
Jeffrey S. Rosenschein,Lirong Xia,2009,ai
Jeffrey S. Rosenschein,Toby Walsh,2016,ai
Jeffrey S. Rosenschein,Christopher M. Homan,2009,act
Jeffrey S. Rosenschein,Ariel D. Procaccia,2009,act
Jeffrey S. Rosenschein,Michal Feldman,2009,act
Kai Li,Edward W. Felten,1995,metrics
Kai Li,Anna R. Karlin,1995,metrics
