name,affiliation
Jaime G. Carbonell , Carnegie Mellon University
James Andrew Bagnell , Carnegie Mellon University
James C. Hoe , Carnegie Mellon University
James D. Herbsleb , Carnegie Mellon University
James H. Morris , Carnegie Mellon University
James K. Baker , Carnegie Mellon University
James P. Callan , Carnegie Mellon University
Jamie Callan , Carnegie Mellon University
Jan Hoffmann 0002 , Carnegie Mellon University
Jason I. Hong , Carnegie Mellon University
Jean Yang , Carnegie Mellon University
Jeffrey P. Bigham , Carnegie Mellon University
Jeffrey Philip Bigham , Carnegie Mellon University
Jeremy Z. Kolter , Carnegie Mellon University
Jessica Hammer , Carnegie Mellon University
Jessica K. Hodgins , Carnegie Mellon University
Jian Ma , Carnegie Mellon University
Jodi Forlizzi , Carnegie Mellon University
Jodi L. Forlizzi , Carnegie Mellon University
John C. Stamper , Carnegie Mellon University
John Zimmerman , Carnegie Mellon University
Jonathan Aldrich , Carnegie Mellon University
Justine Cassell , Carnegie Mellon University
Justine Sherry , Carnegie Mellon University
K. V. Rashmi , Carnegie Mellon University
Karl Crary , Carnegie Mellon University
Katerina Fragkiadaki , Carnegie Mellon University
Kathleen M. Carley , Carnegie Mellon University
Kayvon Fatahalian , Carnegie Mellon University
Keenan Crane , Carnegie Mellon University
Kemal Oflazer , Carnegie Mellon University
Ken Koedinger , Carnegie Mellon University
Kenneth R. Koedinger , Carnegie Mellon University
Kiron K. Skinner , Carnegie Mellon University
Korlakai Vinayak Rashmi , Carnegie Mellon University
Laura A. Dabbish , Carnegie Mellon University
Laura Dabbish , Carnegie Mellon University
Lenore Blum , Carnegie Mellon University
Lorrie Faith Cranor , Carnegie Mellon University
Louis-Philippe Morency , Carnegie Mellon University
Luis von Ahn , Carnegie Mellon University
Lujo Bauer , Carnegie Mellon University
M. Satyanarayanan , Carnegie Mellon University
Mahadev Satyanarayanan , Carnegie Mellon University
Manuel Blum , Carnegie Mellon University
Manuela M. Veloso , Carnegie Mellon University
Maria-Florina Balcan , Carnegie Mellon University
Maria-Florina Popa , Carnegie Mellon University
Martial Hebert , Carnegie Mellon University
Mary Shaw , Carnegie Mellon University
Matt Fredrikson , Carnegie Mellon University
Matthew Fredrikson , Carnegie Mellon University
Matthew T. Mason , Carnegie Mellon University
Mayank Goel , Carnegie Mellon University
Michael A. Erdmann , Carnegie Mellon University
Michael I. Shamos , Carnegie Mellon University
Michael Ian Shamos , Carnegie Mellon University
Mor Harchol-Balter , Carnegie Mellon University
Nancy S. Pollard , Carnegie Mellon University
Nathan Beckmann , Carnegie Mellon University
Nihar B. Shah , Carnegie Mellon University
Niki Kittur , Carnegie Mellon University
Norman M. Sadeh , Carnegie Mellon University
Peter Steenkiste , Carnegie Mellon University
Phillip B. Gibbons , Carnegie Mellon University
Pradeep Ravikumar , Carnegie Mellon University
Priya Narasimhan , Carnegie Mellon University
Radu Marculescu , Carnegie Mellon University
Ragunathan Rajkumar , Carnegie Mellon University
Raj Rajkumar , Carnegie Mellon University
Raj Reddy , Carnegie Mellon University
Randal E. Bryant , Carnegie Mellon University
Red Whittaker , Carnegie Mellon University
Richard M. Stern , Carnegie Mellon University
Robert E. Kraut , Carnegie Mellon University
Robert F. Murphy , Carnegie Mellon University
Robert Harper 0001 , Carnegie Mellon University
Robert Kraut , Carnegie Mellon University
Roger B. Dannenberg , Carnegie Mellon University
Ronald Rosenfeld , Carnegie Mellon University
Roni Rosenfeld , Carnegie Mellon University
Roy Maxion , Carnegie Mellon University
Ruslan Salakhutdinov , Carnegie Mellon University
Ryan O'Donnell , Carnegie Mellon University
Sara B. Kiesler , Carnegie Mellon University
Scott E. Hudson , Carnegie Mellon University
Seth Copen Goldstein , Carnegie Mellon University
Seyoung Kim , Carnegie Mellon University
Simon Lucey , Carnegie Mellon University
Srinivasa G. Narasimhan , Carnegie Mellon University
Srinivasan Seshan , Carnegie Mellon University
Stelian Coros , Carnegie Mellon University
Stephen Brookes , Carnegie Mellon University
Stephen D. Brookes , Carnegie Mellon University
Steven Rudich , Carnegie Mellon University
Subra Suresh , Carnegie Mellon University
Tai Sing Lee , Carnegie Mellon University
Takeo Kanade , Carnegie Mellon University
Taylor Berg-Kirkpatrick , Carnegie Mellon University
Todd C. Mowry , Carnegie Mellon University
Tom M. Mitchell , Carnegie Mellon University
Tom Michael Mitchell , Carnegie Mellon University
Travis D. Breaux , Carnegie Mellon University
Tuomas Sandholm , Carnegie Mellon University
Umut A. Acar , Carnegie Mellon University
Venkatesan Guruswami , Carnegie Mellon University
Vincent A. W. M. M. Aleven , Carnegie Mellon University
Vincent Aleven , Carnegie Mellon University
Vipul Goyal , Carnegie Mellon University
Virgil D. Gligor , Carnegie Mellon University
Virgil Gligor , Carnegie Mellon University
Vyas Sekar , Carnegie Mellon University
William L. Scherlis , Carnegie Mellon University
William W. Cohen , Carnegie Mellon University
William Whittaker , Carnegie Mellon University
Yiming Yang , Carnegie Mellon University
Yong-Lae Park , Carnegie Mellon University
Yulia Tsvetkov , Carnegie Mellon University
Yuvraj Agarwal , Carnegie Mellon University
Ziv Bar-Joseph , Carnegie Mellon University
Andy Podgurski , Case Western Reserve University
Behnam Malakooti , Case Western Reserve University
Chris Fietkiewicz , Case Western Reserve University
Dan Hefetz , Case Western Reserve University
Francis L. Merat , Case Western Reserve University
Frank L. Merat , Case Western Reserve University
Gultekin Özsoyoglu , Case Western Reserve University
Harold S. Connamacher , Case Western Reserve University
Jing Li 0002 , Case Western Reserve University
Marc Buchner , Case Western Reserve University
Mehmet Koyutürk , Case Western Reserve University
Michael S. Lewicki , Case Western Reserve University
Soumya Ray , Case Western Reserve University
Vincenzo Liberatore , Case Western Reserve University
Wyatt S. Newman , Case Western Reserve University
Z. Meral Özsoyoglu , Case Western Reserve University
Zehra Meral Özsoyoglu , Case Western Reserve University
Ada Wai-Chee Fu , Chinese University of Hong Kong
Andrej Bogdanov , Chinese University of Hong Kong
Bei Yu , Chinese University of Hong Kong
Benjamin W. Wah , Chinese University of Hong Kong
Benjamin Wan-Sang Wah , Chinese University of Hong Kong
Chi-Wing Fu , Chinese University of Hong Kong
Eric Lo , Chinese University of Hong Kong
Evangeline F. Y. Young , Chinese University of Hong Kong
F. Y. Young , Chinese University of Hong Kong
Hanqiu Sun , Chinese University of Hong Kong
Ho-fung Leung , Chinese University of Hong Kong
Irwin King , Chinese University of Hong Kong
J. H. M. Lee , Chinese University of Hong Kong
James Cheng , Chinese University of Hong Kong
Jeffrey Xu Yu , Chinese University of Hong Kong
Jiaya Jia , Chinese University of Hong Kong
Jimmy Ho-Man Lee , Chinese University of Hong Kong
John C. S. Lui , Chinese University of Hong Kong
John Chi-Shing Lui , Chinese University of Hong Kong
Kevin Y. Yip , Chinese University of Hong Kong
Kin Hong Wong , Chinese University of Hong Kong
Kin-hong Wong , Chinese University of Hong Kong
Kwong-Sak Leung , Chinese University of Hong Kong
Lai-Wan Chan , Chinese University of Hong Kong
Laiwan Chan , Chinese University of Hong Kong
Lei Xu 0001 , Chinese University of Hong Kong
Leizhen Cai , Chinese University of Hong Kong
Man Hon Wong , Chinese University of Hong Kong
Michael R. Lyu , Chinese University of Hong Kong
Michael Rung-Tsong Lyu , Chinese University of Hong Kong
Patrick P. C. Lee , Chinese University of Hong Kong
Patrick Pak-Ching Lee , Chinese University of Hong Kong
Phillip Chi-Wing Fu , Chinese University of Hong Kong
Qiang Xu , Chinese University of Hong Kong
Shengyu Zhang , Chinese University of Hong Kong
Siu On Chan , Chinese University of Hong Kong
Siu-Hang Or , Chinese University of Hong Kong
Tak-Kei Lam , Chinese University of Hong Kong
Tien-Tsin Wong , Chinese University of Hong Kong
Wei Meng , Chinese University of Hong Kong
Xu Yu , Chinese University of Hong Kong
Yat Chiu Law , Chinese University of Hong Kong
Arthorn Luangsodsai , Chulalongkorn University
Chatchawit Aporntewan , Chulalongkorn University
Chidchanok Lursinsap , Chulalongkorn University
Dittaya Wanvarie , Chulalongkorn University
Jaruloj Eamsiri Chongstitvatana , Chulalongkorn University
Kitiporn Plaimas , Chulalongkorn University
Krung Sinapiromsaran , Chulalongkorn University
Nagul Cooharojananone , Chulalongkorn University
Pattarasinee Bhattarakosol , Chulalongkorn University
Peraphon Sophatsathit , Chulalongkorn University
Pornsiri Muenchaisri , Chulalongkorn University
Rajalida Lipikorn , Chulalongkorn University
Saranya Maneeroj , Chulalongkorn University
Somjai Boonsiri , Chulalongkorn University
Suchada Siripant , Chulalongkorn University
Suphakant Phimoltares , Chulalongkorn University
Alexander Herzog , Clemson University
Amy W. Apon , Clemson University
Andrew Robb , Clemson University
Andrew T. Duchowski , Clemson University
Bart P. Knijnenburg , Clemson University
Bart Piet Knijnenburg , Clemson University
Brian A. Malloy , Clemson University
Brian C. Dean , Clemson University
David Donar , Clemson University
Donald H. House , Clemson University
Eileen Kraemer , Clemson University
Eric Patterson , Clemson University
Feng Luo , Clemson University
Hongxin Hu , Clemson University
Ilya Safro , Clemson University
Jacob Sorber , Clemson University
James J. Martin , Clemson University
James P. Clements , Clemson University
James Wang , Clemson University
James Westall , Clemson University
Jerry Tessendorf , Clemson University
Jim Martin , Clemson University
John Mark Smotherman , Clemson University
John McGregor , Clemson University
Kelly Caine , Clemson University
Larry F. Hodges , Clemson University
Mark Smotherman , Clemson University
Murali Sitaraman , Clemson University
Pradip K. Srimani , Clemson University
Robert Geist , Clemson University
Rong Ge 0002 , Clemson University
Roy P. Pargas , Clemson University
Sabarish V. Babu , Clemson University
Sandra L. Mitchell , Clemson University
Sandra Mitchell Hedetniemi , Clemson University
Sekou L. Remy , Clemson University
Sekou Remy , Clemson University
Sophie Jörg , Clemson University
Victor B. Zordan , Clemson University
Wayne Goddard , Clemson University
Adwait Jog , College of William and Mary
Adwait Nadkarni , College of William and Mary
Andreas Stathopoulos , College of William and Mary
Bin Ren , College of William and Mary
Denys Poshyvanyk , College of William and Mary
Dmitry Evtyushkin , College of William and Mary
Evgenia Smirni , College of William and Mary
Gang Zhou , College of William and Mary
Peter Kemper , College of William and Mary
Phil Kearns , College of William and Mary
Pieter Peers , College of William and Mary
Qun Li , College of William and Mary
Robert Michael Lewis , College of William and Mary
Virginia Torczon , College of William and Mary
Weizhen Mao , College of William and Mary
Xiaojing Liao , College of William and Mary
Xu Liu , College of William and Mary
Zhenming Liu , College of William and Mary
Bo Wu 0002 , Colorado School of Mines
Chuan Yue , Colorado School of Mines
Dejun Yang , Colorado School of Mines
Dinesh Mehta , Colorado School of Mines
Dinesh P. Mehta , Colorado School of Mines
Hao Zhang 0011 , Colorado School of Mines
Hua Wang , Colorado School of Mines
Neil Dantam , Colorado School of Mines
Neil T. Dantam , Colorado School of Mines
Qi Han , Colorado School of Mines
Thomas Emrys Williams , Colorado School of Mines
Tom Williams 0001 , Colorado School of Mines
Tracy Camp , Colorado School of Mines
William A. Hoff , Colorado School of Mines
William Hoff , Colorado School of Mines
A. P. Wim Böhm , Colorado State University
Asa Ben-Hur , Colorado State University
Bruce A. Draper , Colorado State University
Charles W. Anderson , Colorado State University
Chris Wilcox , Colorado State University
Christos Papadopoulos , Colorado State University
Daniel Massey , Colorado State University
Darrell Whitley , Colorado State University
Hamid Reza Chitsaz , Colorado State University
Indrajit Ray , Colorado State University
Indrakshi Ray , Colorado State University
J. Ross Beveridge , Colorado State University
James M. Bieman , Colorado State University
L. Darrell Whitley , Colorado State University
Ross M. McConnell , Colorado State University
Sangmi Lee Pallickara , Colorado State University
